timestamp,util_gpu_pct,util_mem_pct
1748641977,,
1748641978,,
1748641979,,
1748641980,,
1748641981,,
1748641982,,
1748641983,,
1748641984,,
1748641985,,
1748641986,,
1748641987,,
1748641988,,
1748641989,,
1748641990,,
1748641991,,
1748641992,,
1748641993,,
1748641994,,
1748641995,,
1748641996,,
1748641997,,
1748641998,,
1748641999,,
1748642000,,
1748642001,,
1748642002,,
1748642003,,
1748642004,,
1748642005,,
1748642006,,
1748642007,,
1748642008,,
1748642009,,
1748642010,,
1748642011,,
1748642012,,
1748642013,,
1748642014,,
1748642015,,
1748642016,,
1748642017,,
1748642018,,
1748642019,,
1748642020,,
1748642021,,
1748642022,,
1748642023,,
1748642024,,
1748642025,,
1748642026,,
1748642027,,
1748642028,,
